run_tag,family,dataset,emb,n_test,acc,tpr,tnr,human_f1,ai_f1,avg_f1,auroc,score_mode
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_ada_20260529_165718,ada,codesearchnet_gemma_python_merged_4500,ast,900,0.6255555555555555,0.6088888888888889,0.6422222222222222,0.6192090395480226,0.6316939890710382,0.6254515143095305,0.6840345679012345,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_ada_20260529_165718,ada,codesearchnet_gemma_python_merged_4500,code,900,0.6033333333333334,0.5977777777777777,0.6088888888888889,0.6011173184357542,0.605524861878453,0.6033210901571036,0.652358024691358,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_ada_20260529_165718,ada,codesearchnet_gemma_python_merged_4500,combined,900,0.6122222222222222,0.5955555555555555,0.6288888888888889,0.6056497175141243,0.6185792349726776,0.612114476243401,0.6615358024691358,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_dt_20260529_165554,dt,codesearchnet_gemma_python_merged_4500,ast,900,0.5322222222222223,0.5155555555555555,0.5488888888888889,0.5242937853107345,0.5398907103825137,0.5320922478466241,0.5322222222222223,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_dt_20260529_165554,dt,codesearchnet_gemma_python_merged_4500,code,900,0.5444444444444444,0.5266666666666666,0.5622222222222222,0.5361990950226244,0.5524017467248908,0.5443004208737576,0.552162962962963,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_dt_20260529_165554,dt,codesearchnet_gemma_python_merged_4500,combined,900,0.5222222222222223,0.54,0.5044444444444445,0.5305676855895196,0.5135746606334841,0.5220711731115019,0.5222222222222223,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_et_20260529_165611,et,codesearchnet_gemma_python_merged_4500,ast,900,0.6311111111111111,0.6177777777777778,0.6444444444444445,0.6261261261261262,0.6359649122807017,0.6310455192034139,0.6940765432098767,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_et_20260529_165611,et,codesearchnet_gemma_python_merged_4500,code,900,0.61,0.6266666666666667,0.5933333333333334,0.6163934426229508,0.6033898305084746,0.6098916365657128,0.6636444444444444,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_et_20260529_165611,et,codesearchnet_gemma_python_merged_4500,combined,900,0.6222222222222222,0.6133333333333333,0.6311111111111111,0.6188340807174888,0.6255506607929515,0.6221923707552202,0.6638345679012346,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_gb_20260529_163942,gb,codesearchnet_gemma_python_merged_4500,ast,900,0.64,0.6244444444444445,0.6555555555555556,0.6343115124153499,0.6455142231947484,0.6399128678050492,0.7023703703703703,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_gb_20260529_163942,gb,codesearchnet_gemma_python_merged_4500,code,900,0.6133333333333333,0.6244444444444445,0.6022222222222222,0.6175824175824176,0.6089887640449438,0.6132855908136807,0.6544098765432099,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_gb_20260529_163942,gb,codesearchnet_gemma_python_merged_4500,combined,900,0.6166666666666667,0.6022222222222222,0.6311111111111111,0.6110484780157835,0.6221248630887185,0.616586670552251,0.6603555555555556,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_hgb_20260529_170112,hgb,codesearchnet_gemma_python_merged_4500,ast,900,0.6377777777777778,0.6266666666666667,0.6488888888888888,0.6337078651685393,0.6417582417582418,0.6377330534633905,0.7080395061728395,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_hgb_20260529_170112,hgb,codesearchnet_gemma_python_merged_4500,code,900,0.6155555555555555,0.6311111111111111,0.6,0.6214442013129103,0.6094808126410836,0.615462506976997,0.6745876543209877,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_hgb_20260529_170112,hgb,codesearchnet_gemma_python_merged_4500,combined,900,0.6211111111111111,0.6288888888888889,0.6133333333333333,0.6240352811466373,0.6181410974244121,0.6210881892855247,0.6689777777777777,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_knn_20260529_165549,knn,codesearchnet_gemma_python_merged_4500,ast,900,0.6133333333333333,0.5888888888888889,0.6377777777777778,0.6036446469248291,0.6225596529284165,0.6131021499266228,0.6631604938271605,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_knn_20260529_165549,knn,codesearchnet_gemma_python_merged_4500,code,900,0.5466666666666666,0.4088888888888889,0.6844444444444444,0.4742268041237113,0.6015625,0.5378946520618557,0.6089530864197531,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_knn_20260529_165549,knn,codesearchnet_gemma_python_merged_4500,combined,900,0.55,0.43555555555555553,0.6644444444444444,0.4918444165621079,0.5962113659022931,0.5440278912322005,0.5908987654320987,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_lr_20260529_163559,lr,codesearchnet_gemma_python_merged_4500,ast,900,0.7022222222222222,0.6955555555555556,0.7088888888888889,0.7002237136465325,0.7041942604856513,0.7022089870660919,0.7767358024691358,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_lr_20260529_163559,lr,codesearchnet_gemma_python_merged_4500,code,900,0.66,0.6755555555555556,0.6444444444444445,0.6652078774617067,0.654627539503386,0.6599177084825464,0.723674074074074,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_lr_20260529_163559,lr,codesearchnet_gemma_python_merged_4500,combined,900,0.6555555555555556,0.6644444444444444,0.6466666666666666,0.6585903083700441,0.6524663677130045,0.6555283380415242,0.731358024691358,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_mlp_20260529_163707,mlp,codesearchnet_gemma_python_merged_4500,ast,900,0.6722222222222223,0.7133333333333334,0.6311111111111111,0.6851654215581644,0.6581691772885284,0.6716672994233464,0.7485283950617284,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_mlp_20260529_163707,mlp,codesearchnet_gemma_python_merged_4500,code,900,0.6511111111111111,0.6288888888888889,0.6733333333333333,0.6431818181818182,0.658695652173913,0.6509387351778656,0.716246913580247,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_mlp_20260529_163707,mlp,codesearchnet_gemma_python_merged_4500,combined,900,0.6533333333333333,0.6488888888888888,0.6577777777777778,0.6517857142857143,0.6548672566371682,0.6533264854614412,0.7193975308641976,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_rf_20260529_163924,rf,codesearchnet_gemma_python_merged_4500,ast,900,0.6177777777777778,0.6022222222222222,0.6333333333333333,0.6117381489841986,0.6236323851203501,0.6176852670522743,0.6803358024691357,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_rf_20260529_163924,rf,codesearchnet_gemma_python_merged_4500,code,900,0.6088888888888889,0.6155555555555555,0.6022222222222222,0.6114790286975718,0.6062639821029083,0.60887150540024,0.6612592592592593,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_rf_20260529_163924,rf,codesearchnet_gemma_python_merged_4500,combined,900,0.6133333333333333,0.6266666666666667,0.6,0.618421052631579,0.6081081081081081,0.6132645803698435,0.6576148148148149,proba
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_svm_20260529_163611,svm,codesearchnet_gemma_python_merged_4500,ast,900,0.7044444444444444,0.6822222222222222,0.7266666666666667,0.6977272727272728,0.7108695652173913,0.704298418972332,0.7712740740740742,decision
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_svm_20260529_163611,svm,codesearchnet_gemma_python_merged_4500,code,900,0.6566666666666666,0.6688888888888889,0.6444444444444445,0.6608122941822173,0.6524184476940382,0.6566153709381277,0.7208296296296297,decision
codesearchnet_gemma_4500_complexity_stratified_maxlen2048_svm_20260529_163611,svm,codesearchnet_gemma_python_merged_4500,combined,900,0.6744444444444444,0.6533333333333333,0.6955555555555556,0.6674233825198638,0.6811751904243744,0.6742992864721191,0.7319308641975308,decision
