run_tag,family,dataset,emb,n_test,acc,tpr,tnr,human_f1,ai_f1,avg_f1,auroc,score_mode
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_gb_20260528_142429,gb,codesearchnet_starcoder2-7b_python_merged_4500,code,900,0.6011111111111112,0.6288888888888889,0.5733333333333334,0.6118918918918919,0.5897142857142857,0.6008030888030889,0.6517802469135803,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_gb_20260528_142429,gb,codesearchnet_starcoder2-7b_python_merged_4500,combined,900,0.6355555555555555,0.6311111111111111,0.64,0.6339285714285714,0.6371681415929203,0.6355483565107458,0.6908814814814815,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_hgb_20260528_144342,hgb,codesearchnet_starcoder2-7b_python_merged_4500,ast,900,0.6666666666666666,0.6755555555555556,0.6577777777777778,0.6696035242290749,0.6636771300448431,0.666640327136959,0.7156666666666667,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_hgb_20260528_144342,hgb,codesearchnet_starcoder2-7b_python_merged_4500,code,900,0.6077777777777778,0.6422222222222222,0.5733333333333334,0.6208378088077336,0.5937859608745685,0.6073118848411511,0.6704543209876543,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_hgb_20260528_144342,hgb,codesearchnet_starcoder2-7b_python_merged_4500,combined,900,0.64,0.6666666666666666,0.6133333333333333,0.6493506493506493,0.6301369863013698,0.6397438178260095,0.7051358024691359,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_knn_20260528_143753,knn,codesearchnet_starcoder2-7b_python_merged_4500,ast,900,0.61,0.6111111111111112,0.6088888888888889,0.6104328523862376,0.6095661846496107,0.6099995185179241,0.6577012345679012,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_knn_20260528_143753,knn,codesearchnet_starcoder2-7b_python_merged_4500,code,900,0.5466666666666666,0.47555555555555556,0.6177777777777778,0.5119617224880383,0.5767634854771784,0.5443626039826084,0.572474074074074,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_knn_20260528_143753,knn,codesearchnet_starcoder2-7b_python_merged_4500,combined,900,0.54,0.4266666666666667,0.6533333333333333,0.48120300751879697,0.5868263473053892,0.5340146774120931,0.5737728395061729,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_lr_20260528_142034,lr,codesearchnet_starcoder2-7b_python_merged_4500,ast,900,0.6844444444444444,0.7022222222222222,0.6666666666666666,0.6899563318777293,0.6787330316742082,0.6843446817759687,0.7681358024691358,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_lr_20260528_142034,lr,codesearchnet_starcoder2-7b_python_merged_4500,code,900,0.6677777777777778,0.6777777777777778,0.6577777777777778,0.671067106710671,0.6644219977553311,0.667744552233001,0.7367456790123456,proba
